Brand,Model,Year,Fuel,Transmission,Km,Owner,Price,Location,Engine,Seats
Honda,Civic 2006-2010 1.8 S MT,2008,Petrol,Manual,69972,First,380000.0,Hyderabad,1799,5.0
Honda,City ZX GXi,2008,Petrol,Manual,69000,First,270000.0,Kolkata,1497,5.0
Mahindra,Bolero ZLX,2016,Diesel,Manual,65000,First,721000.0,Jaipur,2523,7.0
Honda,City i VTEC V,2016,Petrol,Manual,29512,First,790000.0,Hyderabad,1497,5.0
Hyundai,Xcent 1.2 CRDi S,2017,Diesel,Manual,51000,First,420000.0,Kolkata,1186,5.0
Renault,Duster 110PS Diesel RxL,2014,Diesel,Manual,58003,First,575000.0,Mumbai,1461,5.0
Maruti,A-Star AT VXI,2013,Petrol,Automatic,56500,First,345000.0,Hyderabad,998,5.0
Audi,A4 2.0 TDI 177 Bhp Premium Plus,2014,Diesel,Automatic,29063,First,2575000.0,Bangalore,1968,5.0
Mahindra,XUV500 W8 2WD,2018,Diesel,Manual,46811,First,1659000.0,Coimbatore,2179,7.0
Renault,Pulse Petrol RxZ,2014,Petrol,Manual,31897,First,469000.00000000006,Coimbatore,1198,5.0
BMW,3 Series 320d,2009,Diesel,Automatic,52100,Second,750000.0,Mumbai,1995,5.0
Toyota,Innova Crysta 2.4 GX MT,2016,Diesel,Manual,73000,First,1650000.0,Hyderabad,2393,7.0
Honda,City 1.5 S MT,2009,Petrol,Manual,31423,First,199000.0,Kolkata,1497,5.0
Maruti,Swift VDI,2014,Diesel,Manual,75180,First,525000.0,Chennai,1248,5.0
Renault,Duster 110PS Diesel RxZ Plus,2013,Diesel,Manual,75000,Second,540000.0,Mumbai,1461,5.0
Volkswagen,Polo 1.2 MPI Comfortline,2014,Petrol,Manual,15000,First,390000.0,Mumbai,1198,5.0
Hyundai,i20 Active 1.2 S,2015,Petrol,Manual,12000,First,580000.0,Mumbai,1197,5.0
BMW,5 Series 2013-2017 520d Luxury Line,2014,Diesel,Automatic,32000,First,3050000.0,Pune,1995,5.0
Maruti,Swift Dzire LDI,2017,Diesel,Manual,44504,First,560000.0,Hyderabad,1248,5.0
Mercedes-Benz,M-Class ML 350 4Matic,2012,Diesel,Automatic,66000,First,2300000.0,Ahmedabad,2987,5.0
Maruti,Swift LDI,2015,Diesel,Manual,39437,First,515000.00000000006,Jaipur,1248,5.0
Hyundai,Verna 1.6 CRDI AT SX Option,2017,Diesel,Automatic,36931,First,948000.0,Coimbatore,1582,5.0
Tata,Nano XTA,2016,Petrol,Automatic,17800,Second,238000.0,Bangalore,624,4.0
Maruti,Swift Dzire LXi,2009,Petrol,Manual,71346,First,380000.0,Hyderabad,1298,5.0
Hyundai,i20 Asta Option 1.2,2015,Petrol,Manual,45000,Second,550000.0,Delhi,1197,5.0
Hyundai,i20 1.2 Sportz,2010,Petrol,Manual,85155,First,355000.0,Hyderabad,1197,5.0
Maruti,Ciaz ZXi,2015,Petrol,Manual,48823,First,635000.0,Mumbai,1373,5.0
Land,Rover Range Rover 2.2L Prestige,2015,Diesel,Automatic,37000,First,3600000.0,Delhi,2179,5.0
Tata,Indigo LX BSII,2005,Diesel,Manual,92000,Second,110000.00000000001,Hyderabad,1405,5.0
Tata,Zest Revotron 1.2T XM,2014,Petrol,Manual,36000,First,370000.0,Mumbai,1193,5.0
Mahindra,XUV500 W10 1.99 mHawk,2016,Diesel,Manual,24569,First,1350000.0,Delhi,1997,7.0
Honda,Accord 2.4 AT,2008,Petrol,Automatic,95000,Third,285000.0,Mumbai,2354,5.0
Tata,Nano Twist XT,2015,Petrol,Manual,25811,Second,213000.0,Coimbatore,624,4.0
Hyundai,Elantra CRDi S,2015,Diesel,Manual,65000,First,775000.0,Ahmedabad,1582,5.0
Tata,Indica V2 eLS,2017,Diesel,Manual,100400,First,285000.0,Chennai,1396,5.0
Honda,Amaze S i-Dtech,2014,Diesel,Manual,76414,First,495000.0,Jaipur,1498,5.0
Mahindra,XUV500 W8 2WD,2012,Diesel,Manual,82103,First,620000.0,Kochi,2179,7.0
BMW,X3 xDrive 20d Expedition,2013,Diesel,Automatic,98000,First,1750000.0,Pune,1995,5.0
Hyundai,Grand i10 1.2 Kappa Magna,2010,Petrol,Manual,45252,First,225000.0,Pune,1197,5.0
Maruti,Baleno Zeta 1.2,2017,Petrol,Manual,10300,First,675000.0,Delhi,1197,5.0
Hyundai,Verna 1.6 CRDi AT SX,2016,Diesel,Automatic,42024,First,973000.0,Kochi,1582,5.0
Maruti,Ertiga VDI,2018,Diesel,Manual,51236,First,849000.0,Kochi,1248,7.0
Mini,Cooper S Carbon Edition,2013,Petrol,Automatic,52000,First,2500000.0,Mumbai,1598,4.0
Maruti,Ritz ZDi,2015,Diesel,Manual,42894,First,559000.0,Coimbatore,1248,5.0
Skoda,Laura L n K 1.9 PD AT,2011,Diesel,Automatic,68000,First,480000.0,Mumbai,1896,5.0
Ford,Ecosport 1.5 DV5 MT Titanium Optional,2014,Diesel,Manual,69000,First,545000.0,Delhi,1498,5.0
Hyundai,i20 2015-2017 Sportz 1.2,2017,Petrol,Manual,10000,First,650000.0,Pune,1197,5.0
Honda,Brio E MT,2015,Petrol,Manual,16000,First,434999.99999999994,Chennai,1198,5.0
Honda,Amaze S i-Dtech,2013,Diesel,Manual,46992,First,375000.0,Kolkata,1498,5.0
BMW,5 Series 2003-2012 520d,2010,Diesel,Automatic,170000,Third,1200000.0,Pune,1995,5.0
Audi,Q7 3.0 TDI Quattro Premium Plus,2014,Diesel,Automatic,58000,First,3200000.0,Delhi,2967,7.0
Hyundai,Grand i10 CRDi Magna,2015,Diesel,Manual,50000,Second,400000.0,Jaipur,1120,5.0
Nissan,Micra Diesel XV,2011,Diesel,Manual,39010,First,260000.0,Kolkata,1461,5.0
Hyundai,Grand i10 Sportz,2016,Petrol,Manual,26946,First,445000.0,Jaipur,1197,5.0
Hyundai,EON Era,2015,Petrol,Manual,28700,First,260000.0,Pune,814,5.0
Mercedes-Benz,New C-Class C250 Avantgarde,2011,Petrol,Automatic,60000,First,1600000.0,Chennai,1796,5.0
Land,Rover Range Rover 2.2L Pure,2014,Diesel,Automatic,38999,First,3250000.0,Delhi,2179,5.0
Mahindra,Ssangyong Rexton RX7,2016,Diesel,Automatic,39000,First,1385000.0,Mumbai,2696,7.0
Maruti,Ciaz 1.4 Delta,2018,Petrol,Manual,7784,First,876000.0,Coimbatore,1373,5.0
Mercedes-Benz,R-Class R350 4Matic Long,2014,Petrol,Automatic,45710,First,2368000.0,Kochi,3498,7.0
Maruti,Dzire AMT VXI,2017,Petrol,Automatic,42000,First,550000.0,Chennai,1197,5.0
Land,Rover Range Rover Vogue SE 4.4 SDV8,2013,Diesel,Automatic,75995,Second,6581000.0,Coimbatore,4367,5.0
Renault,Duster 110PS Diesel RxZ,2013,Diesel,Manual,57000,First,499000.0,Kolkata,1461,5.0
Hyundai,Verna 1.6 SX,2013,Diesel,Manual,85350,Second,570000.0,Chennai,1582,5.0
Toyota,Corolla Altis 1.8 VL CVT,2016,Petrol,Automatic,82725,First,1199000.0,Coimbatore,1798,5.0
BMW,3 Series Sport,2016,Diesel,Automatic,19000,Second,2999000.0,Mumbai,1995,5.0
Ford,EcoSport 1.5 Ti VCT MT Signature,2018,Petrol,Manual,13900,First,950000.0,Chennai,1499,5.0
Maruti,Swift VDI BSIV,2014,Diesel,Manual,108000,First,550000.0,Hyderabad,1248,5.0
Hyundai,Santa Fe 4x4 AT,2016,Diesel,Automatic,36000,First,2300000.0,Bangalore,2199,7.0
Tata,Indica V2 DLS,2013,Diesel,Manual,62188,First,295000.0,Hyderabad,1396,5.0
Hyundai,Grand i10 CRDi Sportz,2015,Diesel,Manual,58397,First,490000.00000000006,Kochi,1120,5.0
Hyundai,Santro Xing XL,2006,Petrol,Manual,85000,Third,130000.0,Chennai,1086,5.0
Maruti,Wagon R VXI AMT,2016,Petrol,Automatic,30000,First,425000.0,Delhi,998,5.0
Mahindra,XUV500 W10 2WD,2018,Diesel,Manual,29907,First,1636000.0,Kochi,2179,7.0
Audi,A4 2.0 TDI,2009,Diesel,Automatic,46000,First,994999.9999999999,Kolkata,1968,5.0
Volkswagen,Vento Diesel Highline,2012,Diesel,Manual,65000,First,550000.0,Bangalore,1598,5.0
Maruti,Vitara Brezza ZDi Plus Dual Tone,2016,Diesel,Manual,22000,First,825000.0,Delhi,1248,5.0
Maruti,Zen LX,2002,Petrol,Manual,99024,First,95000.0,Chennai,993,5.0
Hyundai,i10 Era,2016,Petrol,Manual,34952,First,401000.0,Kochi,1086,5.0
Honda,WR-V Edge Edition i-VTEC S,2019,Petrol,Manual,13913,First,819999.9999999999,Kochi,1199,5.0
Honda,City i DTEC VX,2014,Diesel,Manual,71000,Second,620000.0,Chennai,1498,5.0
Toyota,Fortuner 4x2 4 Speed AT,2012,Diesel,Automatic,97000,First,1675000.0,Chennai,2982,7.0
Mahindra,XUV500 AT W10 FWD,2017,Diesel,Automatic,21000,First,1650000.0,Delhi,2179,7.0
Ford,Endeavour XLT TDCi 4X4,2007,Diesel,Manual,116000,Third,375000.0,Mumbai,2499,7.0
Ford,Figo Diesel ZXI,2012,Diesel,Manual,110438,First,350000.0,Kolkata,1399,5.0
Honda,Jazz 1.2 V CVT i VTEC,2017,Petrol,Automatic,66507,Second,543000.0,Coimbatore,1199,5.0
Ford,Endeavour 3.2 Titanium AT 4X4,2017,Diesel,Automatic,54650,First,3035000.0,Coimbatore,3198,7.0
Nissan,Sunny XL CVT,2014,Petrol,Automatic,32000,First,799000.0,Hyderabad,1498,5.0
Skoda,Octavia Ambiente 1.9 TDI MT,2011,Diesel,Manual,75378,First,359000.0,Coimbatore,1896,5.0
Chevrolet,Beat Diesel LT,2012,Diesel,Manual,82697,First,190000.0,Chennai,936,5.0
Toyota,Camry W2 (AT),2009,Petrol,Automatic,135000,First,470000.0,Chennai,2362,5.0
Renault,Duster 110PS Diesel RxZ,2012,Diesel,Manual,149000,First,725000.0,Chennai,1461,5.0
Mercedes-Benz,GLA Class 200 d Style,2016,Diesel,Automatic,26212,First,2446000.0,Kochi,2143,5.0
Tata,Zest Revotron 1.2T XMS,2014,Petrol,Manual,23500,Second,390000.0,Pune,1193,5.0
Hyundai,i20 1.2 Magna,2013,Petrol,Manual,56127,First,515000.00000000006,Coimbatore,1197,5.0
Maruti,Wagon R VXI AMT1.2,2015,Petrol,Automatic,26000,First,365000.0,Mumbai,1197,5.0
Hyundai,Xcent 1.2 CRDi S,2016,Diesel,Manual,26000,First,500000.0,Kolkata,1186,5.0
Honda,City 1.5 S MT,2009,Petrol,Manual,42000,First,229999.99999999997,Kolkata,1497,5.0
Hyundai,Accent GLE,2001,Petrol,Manual,130000,Second,75000.0,Pune,1495,5.0
Hyundai,Verna Xi (Petrol),2009,Petrol,Manual,137148,Second,185000.0,Kochi,1599,5.0
Ford,Figo Petrol ZXI,2010,Petrol,Manual,114703,First,180000.0,Kolkata,1196,5.0
Honda,Amaze S i-Dtech,2014,Diesel,Manual,97439,First,441000.0,Kochi,1498,5.0
Maruti,Wagon R LX BSII,2006,Petrol,Manual,40000,First,200000.0,Chennai,998,5.0
Maruti,Swift VDI BSIV,2014,Diesel,Manual,81609,First,555000.0,Hyderabad,1248,5.0
Mercedes-Benz,E-Class Facelift,2014,Diesel,Automatic,28000,First,3175000.0,Bangalore,2987,5.0
Audi,A6 2011-2015 35 TDI Technology,2015,Diesel,Automatic,37500,First,3200000.0,Bangalore,1968,5.0
Mercedes-Benz,S Class 2005 2013 S 350 CDI,2010,Diesel,Automatic,37000,First,2100000.0,Hyderabad,2987,5.0
Maruti,Swift Dzire LDi,2010,Diesel,Manual,83000,First,275000.0,Ahmedabad,1248,5.0
Toyota,Corolla H2,2005,Petrol,Manual,79012,First,264000.0,Coimbatore,1794,5.0
Mahindra,Scorpio S10 7 Seater,2018,Diesel,Manual,27395,First,1419000.0,Kochi,2179,7.0
Maruti,Wagon R VXI,2017,Petrol,Manual,35362,First,385000.0,Jaipur,998,5.0
Toyota,Fortuner 4x2 Manual,2014,Diesel,Manual,117000,First,1550000.0,Delhi,2982,7.0
Maruti,Zen Estilo 1.1 LX BSIII,2010,Petrol,Manual,23000,First,190000.0,Mumbai,1061,5.0
Tata,Nano CX,2014,Petrol,Manual,59508,First,126000.0,Kochi,624,4.0
Hyundai,i20 Magna,2009,Petrol,Manual,69000,Second,240000.0,Chennai,1197,5.0
BMW,3 Series 320d,2010,Diesel,Automatic,58000,First,1150000.0,Bangalore,1995,5.0
Mahindra,XUV500 W6 2WD,2014,Diesel,Manual,88511,First,825000.0,Jaipur,2179,7.0
Volkswagen,Vento IPL II Petrol Trendline,2011,Petrol,Manual,66000,First,275000.0,Pune,1598,5.0
Skoda,Fabia 1.2 MPI Classic,2009,Petrol,Manual,65000,Second,140000.0,Delhi,1198,5.0
Tata,Nano Twist XT,2015,Petrol,Manual,30676,First,290000.0,Coimbatore,624,4.0
Ford,Figo Diesel EXI,2011,Diesel,Manual,76000,First,240000.0,Chennai,1399,5.0
Volkswagen,Vento IPL II Petrol Highline AT,2013,Petrol,Automatic,23627,First,475000.0,Pune,1598,5.0
Land,Rover Range Rover HSE Dynamic,2018,Diesel,Automatic,52827,First,4476000.0,Kochi,2179,5.0
Honda,City i DTEC SV,2015,Diesel,Manual,64465,First,622000.0,Kochi,1498,5.0
Renault,KWID Climber 1.0 AMT,2018,Petrol,Automatic,14000,First,450000.0,Chennai,999,5.0
Hyundai,Grand i10 Asta Option,2015,Petrol,Manual,26000,First,425000.0,Mumbai,1197,5.0
Chevrolet,Cruze LTZ AT,2011,Diesel,Automatic,78203,First,550000.0,Hyderabad,1991,4.0
Hyundai,i20 1.4 Asta,2017,Diesel,Manual,27000,First,695000.0,Mumbai,1396,5.0
Maruti,Alto K10 VXI AGS,2018,Petrol,Automatic,31919,First,455999.99999999994,Coimbatore,998,5.0
Hyundai,Creta 1.6 SX Option Diesel,2016,Diesel,Manual,47392,First,1382000.0,Coimbatore,1582,5.0
Honda,Amaze VX i-Vtech,2016,Petrol,Manual,17362,First,565000.0,Mumbai,1198,5.0
Hyundai,i20 Active 1.4 SX Dual Tone,2016,Diesel,Manual,49716,First,620000.0,Kochi,1396,5.0
Maruti,Celerio VXI,2014,Petrol,Manual,48000,First,325000.0,Delhi,998,5.0
Audi,A4 2.0 TDI,2009,Diesel,Automatic,46000,First,850000.0,Kolkata,1968,5.0
Hyundai,Verna 1.4 CRDi,2016,Diesel,Manual,79000,First,725000.0,Bangalore,1396,5.0
Renault,Fluence Diesel E4,2013,Diesel,Manual,57000,First,461000.00000000006,Pune,1461,5.0
Volkswagen,Polo 1.2 MPI Highline,2016,Petrol,Manual,29754,First,530000.0,Delhi,1199,5.0
Tata,Indigo LX,2012,Diesel,Manual,50123,First,190000.0,Ahmedabad,1405,5.0
Hyundai,i10 Sportz,2012,Petrol,Manual,57184,First,309000.0,Kochi,1197,5.0
BMW,7 Series 730Ld Sedan,2007,Diesel,Automatic,75000,Second,950000.0,Mumbai,2993,5.0
Hyundai,Creta 1.6 CRDi AT SX Plus,2015,Diesel,Automatic,26000,First,1265000.0,Mumbai,1582,5.0
Hyundai,Grand i10 Magna,2016,Petrol,Manual,22129,First,425000.0,Delhi,1197,5.0
Maruti,Ritz VDi,2011,Diesel,Manual,127887,First,295000.0,Hyderabad,1248,5.0
Mahindra,Scorpio 2.6 SLX CRDe,2006,Diesel,Manual,92000,First,345000.0,Hyderabad,2179,8.0
Hyundai,i10 Era,2011,Petrol,Manual,60634,First,330000.0,Hyderabad,1086,5.0
Tata,Safari Storme 2012-2015 VX,2014,Diesel,Manual,90000,First,800000.0,Hyderabad,2179,7.0
Honda,Civic 2006-2010 1.8 V MT,2009,Petrol,Manual,59000,First,271000.0,Kolkata,1799,5.0
Maruti,Zen Estilo LXI BSIII,2012,Petrol,Manual,59293,First,270000.0,Hyderabad,998,5.0
Maruti,Swift Dzire VDI,2012,Diesel,Manual,80753,Second,450000.0,Mumbai,1248,5.0
Toyota,Fortuner 4x2 Manual,2015,Diesel,Manual,40000,Second,1875000.0,Delhi,2982,7.0
Maruti,Swift VDI,2014,Diesel,Manual,103000,Second,525000.0,Pune,1248,5.0
Maruti,Wagon R Duo LX BSIII,2012,LPG,Manual,72389,First,320000.0,Hyderabad,998,5.0
Maruti,Dzire LDI,2017,Diesel,Manual,48000,First,600000.0,Pune,1248,5.0
Hyundai,Grand i10 Asta,2014,Petrol,Manual,41000,First,314000.0,Kolkata,1197,5.0
Renault,KWID RXL,2016,Petrol,Manual,26000,First,254999.99999999997,Jaipur,799,5.0
Tata,Indigo CS eGLX BS IV,2012,Petrol,Manual,30000,Second,229999.99999999997,Jaipur,1193,5.0
Ford,Figo Diesel Titanium,2014,Diesel,Manual,74624,First,565000.0,Hyderabad,1399,5.0
Porsche,Cayenne 2009-2014 Diesel,2015,Diesel,Automatic,47877,First,4822000.0,Kochi,2967,5.0
Maruti,Alto K10 VXI,2016,Petrol,Manual,35000,First,300000.0,Jaipur,998,5.0
Volkswagen,Vento 1.5 TDI Highline,2015,Diesel,Manual,52123,First,750000.0,Ahmedabad,1498,5.0
Mahindra,Scorpio 2.6 SLX CRDe,2005,Diesel,Manual,90000,First,260000.0,Bangalore,2179,8.0
BMW,X3 xDrive 20d Luxury Line,2018,Diesel,Automatic,1400,First,6125000.0,Mumbai,1995,5.0
Honda,City 1.5 V MT,2009,Petrol,Manual,122000,Second,350000.0,Chennai,1497,5.0
Mini,Cooper 3 DOOR S,2016,Petrol,Automatic,21110,First,2895000.0,Kochi,1998,4.0
Mitsubishi,Pajero Sport 4X4 AT,2015,Diesel,Automatic,78000,First,1500000.0,Pune,2477,6.0
Maruti,Swift Dzire VDi,2012,Diesel,Manual,72000,First,425000.0,Jaipur,1248,5.0
Bentley,Continental Flying Spur,2006,Petrol,Automatic,48000,First,5900000.0,Hyderabad,5998,4.0
Maruti,Ertiga VDI,2013,Diesel,Manual,43486,First,660000.0,Pune,1248,7.0
Toyota,Innova 2.5 G4 Diesel 7-seater,2007,Diesel,Manual,199000,Second,520000.0,Hyderabad,2494,7.0
Mercedes-Benz,New C-Class C 200 Kompressor Elegance MT,2010,Petrol,Manual,34000,First,1000000.0,Chennai,1796,5.0
Mercedes-Benz,New C-Class C 220 CDI BE Avantgare,2016,Diesel,Automatic,37944,First,3500000.0,Bangalore,2143,5.0
Ford,Ecosport 1.5 DV5 MT Titanium Optional,2017,Diesel,Manual,30000,First,875000.0,Mumbai,1498,5.0
Toyota,Etios Liva 1.2 G,2015,Petrol,Manual,64005,First,457000.0,Coimbatore,1197,5.0
Hyundai,i10 Magna 1.2,2012,Petrol,Manual,62000,First,250000.0,Delhi,1197,5.0
Hyundai,Santro LP - Euro II,2005,Petrol,Manual,105000,First,175000.0,Chennai,999,5.0
Land,Rover Freelander 2 SE,2014,Diesel,Automatic,59885,First,2011000.0,Kochi,2179,5.0
Toyota,Innova 2.5 V Diesel 8-seater,2011,Diesel,Manual,144471,First,780000.0,Hyderabad,2494,8.0
Hyundai,i20 1.2 Magna,2011,Petrol,Manual,63991,First,361000.0,Coimbatore,1197,5.0
Hyundai,Santro Xing XO eRLX Euro II,2007,Petrol,Manual,72000,Second,111000.00000000001,Pune,1086,5.0
Nissan,Micra XV CVT,2015,Petrol,Automatic,34895,First,459999.99999999994,Mumbai,1198,5.0
BMW,X6 xDrive 40d M Sport,2015,Diesel,Automatic,97003,First,8500000.0,Ahmedabad,2993,5.0
Honda,City 1.5 V AT,2015,Petrol,Automatic,45000,First,525000.0,Kolkata,1497,5.0
Honda,Amaze E i-Dtech,2013,Diesel,Manual,45000,Second,330000.0,Delhi,1498,5.0
Toyota,Fortuner 3.0 Diesel,2013,Diesel,Manual,100000,Second,1775000.0,Bangalore,2982,7.0
Land,Rover Discovery Sport SD4 HSE Luxury,2016,Diesel,Automatic,70000,First,3500000.0,Delhi,2179,5.0
Hyundai,Creta 1.6 CRDi SX,2016,Diesel,Manual,37023,First,1339000.0,Coimbatore,1582,5.0
Chevrolet,Beat Diesel LT,2012,Diesel,Manual,81000,First,250000.0,Chennai,936,5.0
Toyota,Innova Crysta 2.8 GX AT,2017,Diesel,Automatic,20789,First,1836000.0,Kochi,2755,7.0
Maruti,Swift Dzire VDI,2015,Diesel,Manual,68310,First,595000.0,Jaipur,1248,5.0
Hyundai,Creta 1.6 CRDi SX Option,2015,Diesel,Manual,47250,Second,1100000.0,Mumbai,1582,5.0
Land,Rover Range Rover Sport SE,2014,Diesel,Automatic,47000,Second,6475000.0,Delhi,2993,5.0
Honda,Amaze VX i-DTEC,2017,Diesel,Manual,128000,First,630000.0,Hyderabad,1498,5.0
Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,2017,Petrol,Manual,17702,First,1194000.0,Kochi,1591,5.0
Volkswagen,Vento Sport 1.2 TSI AT,2014,Petrol,Automatic,34987,First,595000.0,Mumbai,1197,5.0
Honda,City i DTec VX,2017,Diesel,Manual,37000,First,1100000.0,Ahmedabad,1498,5.0
Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,2017,Petrol,Manual,38271,First,1253000.0,Coimbatore,1591,5.0
Ford,Figo Diesel Titanium,2012,Diesel,Manual,32510,Second,375000.0,Bangalore,1399,5.0
BMW,5 Series 2013-2017 530d M Sport,2014,Diesel,Automatic,88000,First,2700000.0,Pune,2993,5.0
Mitsubishi,Pajero 2.8 SFX 7Str,2012,Diesel,Manual,116000,First,994999.9999999999,Pune,2835,6.0
Renault,Duster 85PS Diesel RxL Option,2013,Diesel,Manual,156000,First,420000.0,Jaipur,1461,5.0
Maruti,Ritz VXI,2010,Petrol,Manual,75319,Second,200000.0,Delhi,1197,5.0
Hyundai,Grand i10 Sportz,2013,Petrol,Manual,28000,First,325000.0,Kolkata,1197,5.0
Mercedes-Benz,GLA Class 200 CDI SPORT,2017,Diesel,Automatic,16500,First,3400000.0,Bangalore,2143,5.0
BMW,5 Series 520d Luxury Line,2016,Diesel,Automatic,75637,First,3037000.0,Coimbatore,1995,5.0
Hyundai,Creta 1.6 SX Plus Petrol Automatic,2018,Petrol,Automatic,32854,First,1260000.0,Kochi,1591,5.0
Renault,KWID RXT Optional,2019,Petrol,Manual,6568,First,509000.0,Kochi,799,5.0
Audi,A4 3.0 TDI Quattro,2014,Diesel,Automatic,30000,First,2450000.0,Bangalore,2967,5.0
Maruti,Ciaz VDI SHVS,2018,Diesel,Manual,17804,Second,797000.0,Kochi,1248,5.0
Honda,Jazz S,2011,Petrol,Manual,69768,First,290000.0,Delhi,1198,5.0
BMW,3 Series 320d Luxury Line,2016,Diesel,Automatic,62404,First,2133000.0,Kochi,1995,5.0
Hyundai,Verna SX CRDi AT,2012,Diesel,Automatic,97000,Second,650000.0,Bangalore,1582,5.0
Hyundai,Creta 1.4 CRDi S Plus,2016,Diesel,Manual,55687,First,1215000.0,Coimbatore,1396,5.0
Volkswagen,Vento 2013-2015 1.6 Comfortline,2014,Petrol,Manual,17000,First,425000.0,Kolkata,1598,5.0
BMW,3 Series Luxury Line,2017,Diesel,Automatic,34232,First,3584000.0000000005,Coimbatore,1995,5.0
Honda,CR-V Petrol 2WD,2004,Petrol,Automatic,135000,Third,300000.0,Chennai,1997,5.0
Renault,Duster 110PS Diesel RxZ AWD,2012,Diesel,Manual,80000,First,675000.0,Chennai,1461,5.0
Hyundai,i20 Asta 1.2,2014,Petrol,Manual,31045,Second,565000.0,Bangalore,1197,5.0
Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,2013,Diesel,Automatic,58000,Second,750000.0,Pune,1968,5.0
Hyundai,Creta 1.6 SX Plus Diesel,2018,Diesel,Manual,35480,First,1334000.0,Kochi,1582,5.0
Maruti,Ciaz VDI SHVS,2016,Diesel,Manual,62287,First,790000.0,Hyderabad,1248,5.0
Hyundai,i20 Asta 1.4 CRDi,2015,Diesel,Manual,46162,First,698000.0,Coimbatore,1396,5.0
Hyundai,Verna 1.6 SX VTVT,2014,Petrol,Manual,9200,First,575000.0,Mumbai,1591,5.0
Volkswagen,Polo Diesel Trendline 1.2L,2012,Diesel,Manual,55339,First,265000.0,Kolkata,1199,5.0
Volkswagen,Polo Diesel Trendline 1.2L,2011,Diesel,Manual,55476,First,249000.00000000003,Kolkata,1199,5.0
Maruti,SX4 Vxi BSIII,2007,Petrol,Manual,68553,Second,150000.0,Pune,1586,5.0
Honda,Mobilio RS Option i DTEC,2016,Diesel,Manual,67376,First,650000.0,Kochi,1498,7.0
Renault,Duster 110PS Diesel RxZ Plus,2013,Diesel,Manual,42000,First,800000.0,Hyderabad,1461,5.0
Toyota,Fortuner 2.8 2WD AT,2019,Diesel,Automatic,28069,First,3085000.0,Coimbatore,2755,7.0
Volvo,XC60 D4 SUMMUM,2014,Diesel,Automatic,93144,First,1714999.9999999998,Kochi,1984,5.0
Maruti,Celerio VXI AT,2014,Petrol,Automatic,24300,First,455000.0,Hyderabad,998,5.0
Maruti,Ciaz ZDi Plus,2015,Diesel,Manual,47883,Second,740000.0,Hyderabad,1248,5.0
Audi,Q5 2008-2012 2.0 TDI,2013,Diesel,Automatic,12467,First,2564000.0,Kochi,1968,5.0
BMW,X1 sDrive 20d Sportline,2013,Diesel,Automatic,56683,Second,1350000.0,Kolkata,1995,5.0
Ford,Figo Petrol ZXI,2013,Petrol,Manual,38000,First,355000.0,Bangalore,1196,5.0
Hyundai,Elantra CRDi SX,2018,Diesel,Manual,35000,First,1500000.0,Ahmedabad,1582,5.0
Hyundai,Verna 1.6 i ABS,2007,Petrol,Manual,80000,Second,195000.0,Pune,1599,5.0
Honda,Civic 2006-2010 1.8 S MT,2006,Petrol,Manual,125000,Second,229999.99999999997,Pune,1799,5.0
Toyota,Fortuner 4x4 MT,2013,Diesel,Manual,123000,Second,1500000.0,Chennai,2982,7.0
Hyundai,i10 Sportz,2012,Petrol,Manual,70000,First,315000.0,Chennai,1197,5.0
Nissan,Sunny 2011-2014 Diesel XL,2012,Diesel,Manual,87982,First,500000.0,Hyderabad,1461,5.0
BMW,5 Series 2013-2017 520d Luxury Line,2013,Diesel,Automatic,40714,Second,2475000.0,Jaipur,1995,5.0
Chevrolet,Optra Magnum 2.0 LT,2008,Diesel,Manual,83000,Second,260000.0,Pune,1991,5.0
Hyundai,i10 Asta,2011,Petrol,Manual,86000,First,375000.0,Ahmedabad,1197,5.0
Skoda,Laura Ambiente,2009,Diesel,Manual,60002,Second,484999.99999999994,Ahmedabad,1896,5.0
Mercedes-Benz,E-Class 2009-2013 E 220 CDI Avantgarde,2013,Diesel,Automatic,60000,First,2700000.0,Jaipur,2148,5.0
Honda,Amaze SX i-DTEC,2014,Diesel,Manual,84677,First,300000.0,Kolkata,1498,5.0
BMW,X1 xDrive 20d xLine,2017,Diesel,Automatic,23000,First,2875000.0,Delhi,1995,5.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,2016,Diesel,Manual,81424,First,1449000.0,Hyderabad,2494,8.0
Porsche,Panamera 2010 2013 Diesel,2013,Diesel,Automatic,36400,First,7200000.0,Delhi,4806,4.0
Nissan,Sunny XV D,2012,Diesel,Manual,70000,Second,400000.0,Chennai,1461,5.0
Maruti,Swift Dzire LDI,2015,Diesel,Manual,40000,Second,450000.0,Delhi,1248,5.0
Maruti,Wagon R ZXI AMT 1.2,2019,Petrol,Automatic,600,First,625000.0,Mumbai,1197,5.0
Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,2015,Diesel,Automatic,65320,Second,1150000.0,Pune,1968,5.0
Honda,Accord 2.4 Inspire M/T,2009,Petrol,Manual,79000,Third,310000.0,Pune,2354,5.0
Honda,City i VTEC V,2018,Petrol,Manual,5000,First,1011000.0,Mumbai,1497,5.0
